SN,Train_No,Station_Code,1A,2A,3A,SL,Station_Name,Route_Number,Arrival_time,Departure_Time,Distance,Arrival_Minutes,Departure_Minutes,Arrival_Formatted,Departure_Formatted
3,73151,BP,225,200,175,150,BARRACKPORE,1,06:01:00,06:02:00,25,361.0,362.0,06:01,06:02
4,73151,NH,300,260,220,180,NAIHATI JN.,1,06:26:00,06:31:00,40,386.0,391.0,06:26,06:31
5,73151,BDC,345,296,247,198,BANDEL JN.,1,06:58:00,07:00:00,49,418.0,420.0,06:58,07:00
6,73151,BSAE,365,312,259,206,BANSH BARIA,1,07:04:00,07:05:00,53,424.0,425.0,07:04,07:05
7,73151,TBAE,385,328,271,214,TRIBENI,1,07:08:00,07:09:00,57,428.0,429.0,07:08,07:09
8,73151,KJU,405,344,283,222,KUNTIGHAT,1,07:11:00,07:12:00,61,431.0,432.0,07:11,07:12
9,73151,DMLE,420,356,292,228,DUMURDAHA,1,07:14:00,07:15:00,64,434.0,435.0,07:14,07:15
10,73151,KMAE,430,364,298,232,KHAMARGACHHI,1,07:17:00,07:18:00,66,437.0,438.0,07:17,07:18
11,73151,JIT,455,384,313,242,JIRAT,1,07:21:00,07:22:00,71,441.0,442.0,07:21,07:22
12,73151,BGAE,470,396,322,248,BALA GARH,1,07:25:00,07:26:00,74,445.0,446.0,07:25,07:26
13,73151,SOAE,485,408,331,254,SOMRA BAZAR,1,07:28:00,07:29:00,77,448.0,449.0,07:28,07:29
14,73151,BHLA,510,428,346,264,BEHULA,1,07:32:00,07:33:00,82,452.0,453.0,07:32,07:33
15,73151,GPAE,520,436,352,268,GUPTIPARA,1,07:35:00,07:36:00,84,455.0,456.0,07:35,07:36
16,73151,ABKA,555,464,373,282,AMBIKA KALNA,1,07:41:00,07:42:00,91,461.0,462.0,07:41,07:42
17,73151,BGRA,575,480,385,290,BAGHNAPARA,1,07:45:00,07:46:00,95,465.0,466.0,07:45,07:46
18,73151,DTAE,600,500,400,300,DHATRI GRAM,1,07:50:00,07:51:00,100,470.0,471.0,07:50,07:51
19,73151,SMAE,630,524,418,312,SAMUDRA GARH,1,07:58:00,07:59:00,106,478.0,479.0,07:58,07:59
20,73151,KLNT,650,540,430,320,KALINAGAR,1,08:02:00,08:03:00,110,482.0,483.0,08:02,08:03
21,73151,NDAE,670,556,442,328,NABADWIP DHA,1,08:09:00,08:11:00,114,489.0,491.0,08:09,08:11
22,73151,BFZ,700,580,460,340,BHANDARTIKUR,1,08:15:00,08:16:00,120,495.0,496.0,08:15,08:16
23,73151,PSAE,710,588,466,344,PURBA STHALI,1,08:18:00,08:19:00,122,498.0,499.0,08:18,08:19
24,73151,LKX,740,612,484,356,LAKSHMIPUR,1,08:25:00,08:26:00,128,505.0,506.0,08:25,08:26
25,73151,BQY,755,624,493,362,BELERHAT,1,08:28:00,08:29:00,131,508.0,509.0,08:28,08:29
26,73151,PTAE,780,644,508,372,PATULI,1,08:33:00,08:34:00,136,513.0,514.0,08:33,08:34
27,73151,AGAE,800,660,520,380,AGRADWIP,1,08:38:00,08:39:00,140,518.0,519.0,08:38,08:39
28,73151,DHAE,835,688,541,394,DAINHAT,1,09:01:00,09:02:00,147,541.0,542.0,09:01,09:02
29,73151,KWAE,870,716,562,408,KATWA JN.,1,09:31:00,09:36:00,154,571.0,576.0,09:31,09:36
30,73151,GGLE,920,756,592,428,GANGATIKURI,1,09:47:00,09:48:00,164,587.0,588.0,09:47,09:48
31,73151,JHBN,935,768,601,434,JHAMATPUR BA,1,09:56:00,09:57:00,167,596.0,597.0,09:56,09:57
32,73151,SALE,955,784,613,442,SALAR,1,10:01:00,10:02:00,171,601.0,602.0,10:01,10:02
33,73151,MHTR,965,792,619,446,MALIHATI TAL,1,10:05:00,10:06:00,173,605.0,606.0,10:05,10:06
34,73151,TYAE,985,808,631,454,TENYA,1,10:11:00,10:12:00,177,611.0,612.0,10:11,10:12
35,73151,BZLE,1020,836,652,468,BAZARASU,1,10:21:00,10:22:00,184,621.0,622.0,10:21,10:22
36,73151,CWLE,1060,868,676,484,CHOWRIGACHA,1,10:29:00,10:30:00,192,629.0,630.0,10:29,10:30
37,73151,KTLR,1085,888,691,494,KANTHALIYA R,1,10:34:00,10:35:00,197,634.0,635.0,10:34,10:35
38,73151,KNSN,1105,904,703,502,KARNA SUBARN,1,10:41:00,10:42:00,201,641.0,642.0,10:41,10:42
39,73151,KGLE,1160,948,736,524,KHAGRAGHAT R,1,10:52:00,10:53:00,212,652.0,653.0,10:52,10:53
40,73151,NLSF,1170,956,742,528,NIYALISHPARA,1,11:07:00,11:08:00,214,667.0,668.0,11:07,11:08
41,73151,LCAE,1200,980,760,540,LALBAGH COUR,1,11:13:00,11:14:00,220,673.0,674.0,11:13,11:14
42,73151,AZ,1230,1004,778,552,AZIMGANJ JN.,1,11:40:00,11:45:00,226,700.0,705.0,11:40,11:45
43,73151,ACLE,1240,1012,784,556,AZIMGANJ  CI,1,11:47:00,11:48:00,228,707.0,708.0,11:47,11:48
44,73151,MPLR,1285,1048,811,574,MAHIPAL ROAD,1,11:57:00,11:58:00,237,717.0,718.0,11:57,11:58
45,73151,NWMS,1315,1072,829,586,NOAPARA MAHI,1,12:04:00,12:05:00,243,724.0,725.0,12:04,12:05
46,73151,MGLE,1335,1088,841,594,MANIGRAM,1,12:10:00,12:11:00,247,730.0,731.0,12:10,12:11
47,73151,GALE,1375,1120,865,610,GANKAR,1,12:19:00,12:20:00,255,739.0,740.0,12:19,12:20
48,73151,JRLE,1405,1144,883,622,JANGIPUR ROA,1,12:35:00,12:35:00,261,755.0,755.0,12:35,12:35
1,73152,JRLE,100,100,100,100,JANGIPUR ROA,1,13:30:00,13:30:00,0,810.0,810.0,13:30,13:30
2,73152,GALE,130,124,118,112,GANKAR,1,13:35:00,13:36:00,6,815.0,816.0,13:35,13:36
3,73152,MGLE,170,156,142,128,MANIGRAM,1,13:43:00,13:44:00,14,823.0,824.0,13:43,13:44
4,73152,NWMS,190,172,154,136,NOAPARA MAHI,1,13:50:00,13:51:00,18,830.0,831.0,13:50,13:51
5,73152,MPLR,220,196,172,148,MAHIPAL ROAD,1,13:58:00,13:59:00,24,838.0,839.0,13:58,13:59
6,73152,ACLE,265,232,199,166,AZIMGANJ  CI,1,14:07:00,14:08:00,33,847.0,848.0,14:07,14:08
7,73152,AZ,275,240,205,170,AZIMGANJ JN.,1,14:23:00,14:25:00,35,863.0,865.0,14:23,14:25
8,73152,LCAE,305,264,223,182,LALBAGH COUR,1,14:32:00,14:33:00,41,872.0,873.0,14:32,14:33
9,73152,NLSF,335,288,241,194,NIYALISHPARA,1,14:38:00,14:39:00,47,878.0,879.0,14:38,14:39
10,73152,KGLE,345,296,247,198,KHAGRAGHAT R,1,14:42:00,14:43:00,49,882.0,883.0,14:42,14:43
11,73152,KNSN,400,340,280,220,KARNA SUBARN,1,14:53:00,14:54:00,60,893.0,894.0,14:53,14:54
12,73152,KTLR,420,356,292,228,KANTHALIYA R,1,14:58:00,14:59:00,64,898.0,899.0,14:58,14:59
13,73152,CWLE,445,376,307,238,CHOWRIGACHA,1,15:03:00,15:04:00,69,903.0,904.0,15:03,15:04
14,73152,BZLE,485,408,331,254,BAZARASU,1,15:10:00,15:11:00,77,910.0,911.0,15:10,15:11
15,73152,TYAE,520,436,352,268,TENYA,1,15:19:00,15:20:00,84,919.0,920.0,15:19,15:20
16,73152,MHTR,540,452,364,276,MALIHATI TAL,1,15:25:00,15:26:00,88,925.0,926.0,15:25,15:26
17,73152,SALE,550,460,370,280,SALAR,1,15:29:00,15:30:00,90,929.0,930.0,15:29,15:30
18,73152,JHBN,570,476,382,288,JHAMATPUR BA,1,15:34:00,15:35:00,94,934.0,935.0,15:34,15:35
19,73152,GGLE,585,488,391,294,GANGATIKURI,1,15:40:00,15:41:00,97,940.0,941.0,15:40,15:41
20,73152,KWAE,635,528,421,314,KATWA JN.,1,16:38:00,16:43:00,107,998.0,1003.0,16:38,16:43
21,73152,DHAE,670,556,442,328,DAINHAT,1,16:50:00,16:51:00,114,1010.0,1011.0,16:50,16:51
22,73152,AGAE,700,580,460,340,AGRADWIP,1,16:56:00,16:57:00,120,1016.0,1017.0,16:56,16:57
23,73152,PTAE,725,600,475,350,PATULI,1,17:01:00,17:02:00,125,1021.0,1022.0,17:01,17:02
24,73152,BQY,750,620,490,360,BELERHAT,1,17:06:00,17:07:00,130,1026.0,1027.0,17:06,17:07
25,73152,LKX,765,632,499,366,LAKSHMIPUR,1,17:09:00,17:10:00,133,1029.0,1030.0,17:09,17:10
26,73152,PSAE,795,656,517,378,PURBA STHALI,1,17:15:00,17:16:00,139,1035.0,1036.0,17:15,17:16
27,73152,BFZ,805,664,523,382,BHANDARTIKUR,1,17:18:00,17:19:00,141,1038.0,1039.0,17:18,17:19
28,73152,NDAE,830,684,538,392,NABADWIP DHA,1,17:23:00,17:25:00,146,1043.0,1045.0,17:23,17:25
29,73152,KLNT,855,704,553,402,KALINAGAR,1,17:29:00,17:30:00,151,1049.0,1050.0,17:29,17:30
30,73152,SMAE,875,720,565,410,SAMUDRA GARH,1,17:33:00,17:34:00,155,1053.0,1054.0,17:33,17:34
31,73152,DTAE,905,744,583,422,DHATRI GRAM,1,17:39:00,17:40:00,161,1059.0,1060.0,17:39,17:40
32,73152,BGRA,930,764,598,432,BAGHNAPARA,1,17:44:00,17:45:00,166,1064.0,1065.0,17:44,17:45
33,73152,ABKA,950,780,610,440,AMBIKA KALNA,1,17:48:00,17:49:00,170,1068.0,1069.0,17:48,17:49
34,73152,GPAE,985,808,631,454,GUPTIPARA,1,17:54:00,17:55:00,177,1074.0,1075.0,17:54,17:55
35,73152,BHLA,995,816,637,458,BEHULA,1,17:57:00,17:58:00,179,1077.0,1078.0,17:57,17:58
36,73152,SOAE,1020,836,652,468,SOMRA BAZAR,1,18:02:00,18:03:00,184,1082.0,1083.0,18:02,18:03
37,73152,BGAE,1035,848,661,474,BALA GARH,1,18:06:00,18:07:00,187,1086.0,1087.0,18:06,18:07
38,73152,JIT,1050,860,670,480,JIRAT,1,18:10:00,18:11:00,190,1090.0,1091.0,18:10,18:11
39,73152,KMAE,1075,880,685,490,KHAMARGACHHI,1,18:15:00,18:16:00,195,1095.0,1096.0,18:15,18:16
40,73152,DMLE,1085,888,691,494,DUMURDAHA,1,18:18:00,18:19:00,197,1098.0,1099.0,18:18,18:19
41,73152,KJU,1100,900,700,500,KUNTIGHAT,1,18:21:00,18:22:00,200,1101.0,1102.0,18:21,18:22
42,73152,TBAE,1120,916,712,508,TRIBENI,1,18:24:00,18:25:00,204,1104.0,1105.0,18:24,18:25
43,73152,BSAE,1140,932,724,516,BANSH BARIA,1,18:29:00,18:30:00,208,1109.0,1110.0,18:29,18:30
44,73152,BDC,1160,948,736,524,BANDEL JN.,1,18:53:00,18:55:00,212,1133.0,1135.0,18:53,18:55
45,73152,NH,1205,984,763,542,NAIHATI JN.,1,19:16:00,19:18:00,221,1156.0,1158.0,19:16,19:18
46,73152,BP,1280,1044,808,572,BARRACKPORE,1,19:35:00,19:36:00,236,1175.0,1176.0,19:35,19:36
47,73152,DDJ,1360,1108,856,604,DUM DUM JN.,1,19:56:00,19:57:00,252,1196.0,1197.0,19:56,19:57
48,73152,SDAH,1405,1144,883,622,SEALDAH,1,20:20:00,20:20:00,261,1220.0,1220.0,20:20,20:20
1,73211,PTG,100,100,100,100,PATNA GHAT,1,21:50:00,21:50:00,0,1310.0,1310.0,21:50,21:50
2,73211,PNC,105,104,103,102,PATNA SAHEB,1,22:10:00,22:15:00,1,1330.0,1335.0,22:10,22:15
3,73211,GZH,115,112,109,106,GULZARBAGH,1,22:19:00,22:21:00,3,1339.0,1341.0,22:19,22:21
4,73211,RJPB,140,132,124,116,RAJENDRANAGA,1,22:27:00,22:29:00,8,1347.0,1349.0,22:27,22:29
5,73211,PNBE,150,140,130,120,PATNA JN.,1,22:55:00,22:55:00,10,1375.0,1375.0,22:55,22:55
1,73212,PNBE,100,100,100,100,PATNA JN.,1,04:55:00,04:55:00,0,295.0,295.0,04:55,04:55
2,73212,RJPB,110,108,106,104,RAJENDRANAGA,1,05:00:00,05:02:00,2,300.0,302.0,05:00,05:02
3,73212,GZH,130,124,118,112,GULZARBAGH,1,05:09:00,05:10:00,6,309.0,310.0,05:09,05:10
4,73212,PNC,145,136,127,118,PATNA SAHEB,1,05:18:00,05:20:00,9,318.0,320.0,05:18,05:20
5,73212,PTG,150,140,130,120,PATNA GHAT,1,05:50:00,05:50:00,10,350.0,350.0,05:50,05:50
1,73213,PTG,100,100,100,100,PATNA GHAT,1,06:35:00,06:35:00,0,395.0,395.0,06:35,06:35
2,73213,PNC,105,104,103,102,PATNA SAHEB,1,06:43:00,06:45:00,1,403.0,405.0,06:43,06:45
3,73213,GZH,115,112,109,106,GULZARBAGH,1,06:52:00,06:54:00,3,412.0,414.0,06:52,06:54
4,73213,RJPB,140,132,124,116,RAJENDRANAGA,1,06:59:00,07:01:00,8,419.0,421.0,06:59,07:01
5,73213,PNBE,150,140,130,120,PATNA JN.,1,07:15:00,07:35:00,10,435.0,455.0,07:15,07:35
6,73213,RBHT,160,148,136,124,R BLOCK HALT,1,07:42:00,07:43:00,12,462.0,463.0,07:42,07:43
7,73213,OSH,160,148,136,124,OLD SACHIVAL,1,07:47:00,07:48:00,12,467.0,468.0,07:47,07:48
8,73213,BRHT,165,152,139,126,BAILEY ROAD,1,07:53:00,07:54:00,13,473.0,474.0,07:53,07:54
9,73213,PCHT,170,156,142,128,PUNAICHAK HA,1,08:00:00,08:01:00,14,480.0,481.0,08:00,08:01
10,73213,SPHT,175,160,145,130,SHIVPURI HAL,1,08:05:00,08:06:00,15,485.0,486.0,08:05,08:06
11,73213,RVN,180,164,148,132,RAJIV NAGAR,1,08:11:00,08:12:00,16,491.0,492.0,08:11,08:12
12,73213,DDG,195,176,157,138,DIGHA GHAT,1,08:30:00,08:30:00,19,510.0,510.0,08:30,08:30
1,73214,DDG,100,100,100,100,DIGHA GHAT,1,19:20:00,19:20:00,0,1160.0,1160.0,19:20,19:20
2,73214,RVN,110,108,106,104,RAJIV NAGAR,1,19:39:00,19:40:00,2,1179.0,1180.0,19:39,19:40
3,73214,SPHT,115,112,109,106,SHIVPURI HAL,1,19:46:00,19:47:00,3,1186.0,1187.0,19:46,19:47
4,73214,PCHT,120,116,112,108,PUNAICHAK HA,1,19:51:00,19:52:00,4,1191.0,1192.0,19:51,19:52
5,73214,BRHT,125,120,115,110,BAILEY ROAD,1,19:58:00,19:59:00,5,1198.0,1199.0,19:58,19:59
6,73214,OSH,130,124,118,112,OLD SACHIVAL,1,20:04:00,20:05:00,6,1204.0,1205.0,20:04,20:05
7,73214,RBHT,130,124,118,112,R BLOCK HALT,1,20:08:00,20:09:00,6,1208.0,1209.0,20:08,20:09
8,73214,PNBE,140,132,124,116,PATNA JN.,1,20:55:00,21:00:00,8,1255.0,1260.0,20:55,21:00
9,73214,RJPB,150,140,130,120,RAJENDRANAGA,1,21:19:00,21:21:00,10,1279.0,1281.0,21:19,21:21
10,73214,GZH,175,160,145,130,GULZARBAGH,1,21:27:00,21:29:00,15,1287.0,1289.0,21:27,21:29
11,73214,PNC,190,172,154,136,PATNA SAHEB,1,21:34:00,21:36:00,18,1294.0,1296.0,21:34,21:36
12,73214,PTG,195,176,157,138,PATNA GHAT,1,21:45:00,21:45:00,19,1305.0,1305.0,21:45,21:45
1,73215,DDG,100,100,100,100,DIGHA GHAT,1,11:30:00,11:30:00,0,690.0,690.0,11:30,11:30
2,73215,RVN,110,108,106,104,RAJIV NAGAR,1,11:40:00,11:41:00,2,700.0,701.0,11:40,11:41
3,73215,SPHT,115,112,109,106,SHIVPURI HAL,1,11:46:00,11:47:00,3,706.0,707.0,11:46,11:47
4,73215,PCHT,120,116,112,108,PUNAICHAK HA,1,11:52:00,11:53:00,4,712.0,713.0,11:52,11:53
5,73215,BRHT,125,120,115,110,BAILEY ROAD,1,11:58:00,11:59:00,5,718.0,719.0,11:58,11:59
6,73215,OSH,130,124,118,112,OLD SACHIVAL,1,12:04:00,12:05:00,6,724.0,725.0,12:04,12:05
7,73215,RBHT,130,124,118,112,R BLOCK HALT,1,12:20:00,12:20:00,6,740.0,740.0,12:20,12:20
1,73216,RBHT,100,100,100,100,R BLOCK HALT,1,15:00:00,15:00:00,0,900.0,900.0,15:00,15:00
2,73216,OSH,100,100,100,100,OLD SACHIVAL,1,15:02:00,15:03:00,0,902.0,903.0,15:02,15:03
3,73216,BRHT,100,100,100,100,BAILEY ROAD,1,15:09:00,15:10:00,0,909.0,910.0,15:09,15:10
4,73216,PCHT,110,108,106,104,PUNAICHAK HA,1,15:16:00,15:17:00,2,916.0,917.0,15:16,15:17
5,73216,SPHT,110,108,106,104,SHIVPURI HAL,1,15:20:00,15:21:00,2,920.0,921.0,15:20,15:21
6,73216,RVN,115,112,109,106,RAJIV NAGAR,1,15:26:00,15:27:00,3,926.0,927.0,15:26,15:27
7,73216,DDG,130,124,118,112,DIGHA GHAT,1,15:45:00,15:45:00,6,945.0,945.0,15:45,15:45
1,73261,IPR,100,100,100,100,ISLAMPUR,1,06:30:00,06:30:00,0,390.0,390.0,06:30,06:30
2,73261,EKR,145,136,127,118,EKANGAR SARA,1,06:45:00,06:47:00,9,405.0,407.0,06:45,06:47
3,73261,HIL,205,184,163,142,HILSA BLOCK,1,07:04:00,07:06:00,21,424.0,426.0,07:04,07:06
4,73261,DHWN,265,232,199,166,DANIYAWAN FL,1,07:23:00,07:25:00,33,443.0,445.0,07:23,07:25
5,73261,DNWH,270,236,202,168,DANIYAWAN BA,1,07:42:00,07:43:00,34,462.0,463.0,07:42,07:43
6,73261,FUT,310,268,226,184,FATUHA,1,08:23:00,08:25:00,42,503.0,505.0,08:23,08:25
7,73261,BKG,340,292,244,196,BANKA GHAT,1,08:33:00,08:35:00,48,513.0,515.0,08:33,08:35
8,73261,DDGJ,355,304,253,202,DEEDAR GANJ,1,08:41:00,08:42:00,51,521.0,522.0,08:41,08:42
9,73261,PNC,370,316,262,208,PATNA SAHEB,1,08:45:00,08:47:00,54,525.0,527.0,08:45,08:47
10,73261,GZH,385,328,271,214,GULZARBAGH,1,08:53:00,08:55:00,57,533.0,535.0,08:53,08:55
11,73261,RJPB,410,348,286,224,RAJENDRANAGA,1,09:03:00,09:05:00,62,543.0,545.0,09:03,09:05
12,73261,PNBE,420,356,292,228,PATNA JN.,1,09:30:00,09:30:00,64,570.0,570.0,09:30,09:30
1,73262,PNBE,100,100,100,100,PATNA JN.,1,12:10:00,12:10:00,0,730.0,730.0,12:10,12:10
2,73262,RJPB,110,108,106,104,RAJENDRANAGA,1,12:18:00,12:20:00,2,738.0,740.0,12:18,12:20
3,73262,GZH,130,124,118,112,GULZARBAGH,1,12:25:00,12:27:00,6,745.0,747.0,12:25,12:27
4,73262,PNC,145,136,127,118,PATNA SAHEB,1,12:31:00,12:33:00,9,751.0,753.0,12:31,12:33
5,73262,DDGJ,165,152,139,126,DEEDAR GANJ,1,12:38:00,12:39:00,13,758.0,759.0,12:38,12:39
6,73262,BKG,180,164,148,132,BANKA GHAT,1,12:42:00,12:44:00,16,762.0,764.0,12:42,12:44
7,73262,FUT,205,184,163,142,FATUHA,1,12:53:00,12:55:00,21,773.0,775.0,12:53,12:55
8,73262,DNWH,245,216,187,158,DANIYAWAN BA,1,13:14:00,13:16:00,29,794.0,796.0,13:14,13:16
9,73262,DHWN,255,224,193,162,DANIYAWAN FL,1,13:21:00,13:23:00,31,801.0,803.0,13:21,13:23
10,73262,HIL,315,272,229,186,HILSA BLOCK,1,14:00:00,14:02:00,43,840.0,842.0,14:00,14:02
11,73262,EKR,370,316,262,208,EKANGAR SARA,1,14:19:00,14:21:00,54,859.0,861.0,14:19,14:21
12,73262,IPR,420,356,292,228,ISLAMPUR,1,15:40:00,15:40:00,64,940.0,940.0,15:40,15:40
1,73263,IPR,100,100,100,100,ISLAMPUR,1,16:45:00,16:45:00,0,1005.0,1005.0,16:45,16:45
2,73263,EKR,145,136,127,118,EKANGAR SARA,1,17:00:00,17:02:00,9,1020.0,1022.0,17:00,17:02
3,73263,HIL,205,184,163,142,HILSA BLOCK,1,17:20:00,17:22:00,21,1040.0,1042.0,17:20,17:22
4,73263,DHWN,265,232,199,166,DANIYAWAN FL,1,17:54:00,17:56:00,33,1074.0,1076.0,17:54,17:56
5,73263,DNWH,270,236,202,168,DANIYAWAN BA,1,18:06:00,18:08:00,34,1086.0,1088.0,18:06,18:08
6,73263,FUT,310,268,226,184,FATUHA,1,18:25:00,18:30:00,42,1105.0,1110.0,18:25,18:30
7,73263,BKG,340,292,244,196,BANKA GHAT,1,18:36:00,18:38:00,48,1116.0,1118.0,18:36,18:38
8,73263,DDGJ,355,304,253,202,DEEDAR GANJ,1,18:42:00,18:43:00,51,1122.0,1123.0,18:42,18:43
9,73263,PNC,370,316,262,208,PATNA SAHEB,1,18:48:00,18:50:00,54,1128.0,1130.0,18:48,18:50
10,73263,GZH,385,328,271,214,GULZARBAGH,1,19:01:00,19:02:00,57,1141.0,1142.0,19:01,19:02
11,73263,RJPB,410,348,286,224,RAJENDRANAGA,1,19:08:00,19:10:00,62,1148.0,1150.0,19:08,19:10
12,73263,PNBE,420,356,292,228,PATNA JN.,1,19:20:00,19:20:00,64,1160.0,1160.0,19:20,19:20
1,73264,PNBE,100,100,100,100,PATNA JN.,1,19:40:00,19:40:00,0,1180.0,1180.0,19:40,19:40
2,73264,RJPB,110,108,106,104,RAJENDRANAGA,1,19:48:00,19:50:00,2,1188.0,1190.0,19:48,19:50
3,73264,GZH,130,124,118,112,GULZARBAGH,1,19:55:00,19:57:00,6,1195.0,1197.0,19:55,19:57
4,73264,PNC,145,136,127,118,PATNA SAHEB,1,20:02:00,20:04:00,9,1202.0,1204.0,20:02,20:04
5,73264,DDGJ,165,152,139,126,DEEDAR GANJ,1,20:08:00,20:10:00,13,1208.0,1210.0,20:08,20:10
6,73264,BKG,180,164,148,132,BANKA GHAT,1,20:13:00,20:15:00,16,1213.0,1215.0,20:13,20:15
7,73264,FUT,205,184,163,142,FATUHA,1,20:24:00,20:26:00,21,1224.0,1226.0,20:24,20:26
8,73264,DNWH,245,216,187,158,DANIYAWAN BA,1,20:38:00,20:40:00,29,1238.0,1240.0,20:38,20:40
9,73264,DHWN,255,224,193,162,DANIYAWAN FL,1,20:44:00,20:46:00,31,1244.0,1246.0,20:44,20:46
10,73264,HIL,315,272,229,186,HILSA BLOCK,1,21:18:00,21:20:00,43,1278.0,1280.0,21:18,21:20
11,73264,EKR,370,316,262,208,EKANGAR SARA,1,21:38:00,21:40:00,54,1298.0,1300.0,21:38,21:40
12,73264,IPR,420,356,292,228,ISLAMPUR,1,23:05:00,23:05:00,64,1385.0,1385.0,23:05,23:05
1,73421,JMP,100,100,100,100,JAMALPUR JN.,1,07:30:00,07:30:00,0,450.0,450.0,07:30,07:30
2,73421,SRBG,120,116,112,108,SAROBAG,1,07:35:00,07:36:00,4,455.0,456.0,07:35,07:36
3,73421,DRTP,130,124,118,112,DASHARATHPUR,1,07:40:00,07:41:00,6,460.0,461.0,07:40,07:41
4,73421,DRH,155,144,133,122,DHARHARA,1,07:46:00,07:47:00,11,466.0,467.0,07:46,07:47
5,73421,MSDN,185,168,151,134,MASUDAN,1,07:53:00,07:54:00,17,473.0,474.0,07:53,07:54
6,73421,AHA,205,184,163,142,ABHAIPUR,1,07:59:00,08:00:00,21,479.0,480.0,07:59,08:00
7,73421,GIBP,215,192,169,146,GHOGI BARIAR,1,08:03:00,08:04:00,23,483.0,484.0,08:03,08:04
8,73421,KJH,245,216,187,158,KAJRA,1,08:09:00,08:10:00,29,489.0,490.0,08:09,08:10
9,73421,UREN,265,232,199,166,UREN,1,08:15:00,08:16:00,33,495.0,496.0,08:15,08:16
10,73421,PWBN,280,244,208,172,PAWAI BROHMA,1,08:20:00,08:21:00,36,500.0,501.0,08:20,08:21
11,73421,DNRE,295,256,217,178,DHANAURI,1,08:25:00,08:26:00,39,505.0,506.0,08:25,08:26
12,73421,RMPR,310,268,226,184,RAMPUR  HALT,1,08:32:00,08:33:00,42,512.0,513.0,08:32,08:33
13,73421,KIUL,325,280,235,190,KIUL JN.,1,08:52:00,08:52:00,45,532.0,532.0,08:52,08:52
1,73422,KIUL,100,100,100,100,KIUL JN.,1,09:15:00,09:15:00,0,555.0,555.0,09:15,09:15
2,73422,RMPR,110,108,106,104,RAMPUR  HALT,1,09:21:00,09:22:00,2,561.0,562.0,09:21,09:22
3,73422,DNRE,125,120,115,110,DHANAURI,1,09:29:00,09:30:00,5,569.0,570.0,09:29,09:30
4,73422,PWBN,140,132,124,116,PAWAI BROHMA,1,09:36:00,09:37:00,8,576.0,577.0,09:36,09:37
5,73422,UREN,155,144,133,122,UREN,1,09:41:00,09:42:00,11,581.0,582.0,09:41,09:42
6,73422,KJH,175,160,145,130,KAJRA,1,09:48:00,09:49:00,15,588.0,589.0,09:48,09:49
7,73422,GIBP,205,184,163,142,GHOGI BARIAR,1,09:54:00,09:55:00,21,594.0,595.0,09:54,09:55
8,73422,AHA,215,192,169,146,ABHAIPUR,1,09:58:00,09:59:00,23,598.0,599.0,09:58,09:59
9,73422,MSDN,235,208,181,154,MASUDAN,1,10:04:00,10:05:00,27,604.0,605.0,10:04,10:05
10,73422,DRH,265,232,199,166,DHARHARA,1,10:11:00,10:12:00,33,611.0,612.0,10:11,10:12
11,73422,DRTP,290,252,214,176,DASHARATHPUR,1,10:17:00,10:18:00,38,617.0,618.0,10:17,10:18
12,73422,SRBG,300,260,220,180,SAROBAG,1,10:21:00,10:22:00,40,621.0,622.0,10:21,10:22
13,73422,JMP,320,276,232,188,JAMALPUR JN.,1,10:30:00,10:30:00,44,630.0,630.0,10:30,10:30
1,73425,JMP,100,100,100,100,JAMALPUR JN.,1,20:00:00,20:00:00,0,1200.0,1200.0,20:00,20:00
2,73425,DRTP,130,124,118,112,DASHARATHPUR,1,20:07:00,20:08:00,6,1207.0,1208.0,20:07,20:08
3,73425,DRH,155,144,133,122,DHARHARA,1,20:13:00,20:14:00,11,1213.0,1214.0,20:13,20:14
4,73425,MSDN,185,168,151,134,MASUDAN,1,20:20:00,20:21:00,17,1220.0,1221.0,20:20,20:21
5,73425,AHA,205,184,163,142,ABHAIPUR,1,20:26:00,20:27:00,21,1226.0,1227.0,20:26,20:27
6,73425,KJH,245,216,187,158,KAJRA,1,20:34:00,20:35:00,29,1234.0,1235.0,20:34,20:35
7,73425,UREN,265,232,199,166,UREN,1,20:40:00,20:41:00,33,1240.0,1241.0,20:40,20:41
8,73425,DNRE,295,256,217,178,DHANAURI,1,20:47:00,20:48:00,39,1247.0,1248.0,20:47,20:48
9,73425,RMPR,310,268,226,184,RAMPUR  HALT,1,20:54:00,20:55:00,42,1254.0,1255.0,20:54,20:55
10,73425,KIUL,325,280,235,190,KIUL JN.,1,21:25:00,21:25:00,45,1285.0,1285.0,21:25,21:25
1,73426,KIUL,100,100,100,100,KIUL JN.,1,22:05:00,22:05:00,0,1325.0,1325.0,22:05,22:05
2,73426,RMPR,110,108,106,104,RAMPUR  HALT,1,22:11:00,22:12:00,2,1331.0,1332.0,22:11,22:12
3,73426,DNRE,125,120,115,110,DHANAURI,1,22:18:00,22:19:00,5,1338.0,1339.0,22:18,22:19
4,73426,UREN,155,144,133,122,UREN,1,22:25:00,22:26:00,11,1345.0,1346.0,22:25,22:26
5,73426,KJH,175,160,145,130,KAJRA,1,22:31:00,22:32:00,15,1351.0,1352.0,22:31,22:32
6,73426,AHA,215,192,169,146,ABHAIPUR,1,22:39:00,22:40:00,23,1359.0,1360.0,22:39,22:40
